image,instance_id,area_px,area_fraction,area_bin,k,void_px,population_n,random_baseline,bbox_top,bbox_left,bbox_bottom,bbox_right,aspect_ratio,aspect_class,queryable_grid7,queryable_grid14,measurable_by_all,model,condition,query_row,query_col,precision_at_k,mass_fraction,status,error
2007_008204,2,9117,0.1817004145408163,10-20%,9117,1672,48504,0.18796387926768926,67,147,195,223,0.5968992248062015,tall,True,True,True,deit_s,pretrained,8,11,0.6261928265876934,0.6329026902828049,ok,
2007_008260,2,36692,0.7312659438775511,>=40%,36692,945,49231,0.7453027563933294,0,0,223,223,1.0,square,True,True,True,deit_s,pretrained,8,7,0.7100730404447836,0.6738035417074096,ok,
2007_008407,2,872,0.017378826530612245,<2%,872,4812,45364,0.019222290803280133,94,170,129,197,0.7777777777777778,square,True,True,True,deit_s,pretrained,6,11,0.481651376146789,0.19561926268993543,ok,
2007_008407,3,786,0.015664859693877552,<2%,786,4812,45364,0.017326514416718102,186,173,223,223,1.3421052631578947,square,True,True,True,deit_s,pretrained,12,12,0.5699745547073791,0.3101722011022216,ok,
2007_008526,5,1129,0.022500797193877552,2-5%,1129,2676,47500,0.023768421052631578,67,57,129,92,0.5714285714285714,tall,True,True,True,deit_s,pretrained,6,4,0.4145261293179805,0.14160794765718024,ok,
2007_008543,3,2964,0.059072066326530615,5-10%,2964,1455,48721,0.060836189733379856,180,103,223,223,2.75,wide,True,True,True,deit_s,pretrained,12,9,0.5016869095816464,0.4313455241107599,ok,
2007_008547,4,881,0.017558195153061226,<2%,881,6807,43369,0.020314049205653807,103,0,160,36,0.6379310344827587,tall,True,True,True,deit_s,pretrained,8,0,0.5754824063564131,0.23367253050057787,ok,
2007_008778,1,2211,0.044064891581632654,2-5%,2211,1373,48803,0.04530459193082392,1,182,88,215,0.38636363636363635,tall,True,True,True,deit_s,pretrained,2,12,0.44866576209859793,0.27235425498256083,ok,
2007_008778,2,3085,0.06148357780612245,5-10%,3085,1373,48803,0.06321332704956663,5,0,223,72,0.3333333333333333,tall,True,True,True,deit_s,pretrained,4,1,0.37925445705024313,0.24750074852104798,ok,
2007_008945,1,18217,0.36306202168367346,20-40%,18217,12468,37708,0.48310703299034685,124,0,223,223,2.24,wide,True,True,True,deit_s,pretrained,11,7,0.6426963824998627,0.6553168508180696,ok,
2007_008973,1,9117,0.1817004145408163,10-20%,9117,1514,48662,0.18735358185031442,31,127,182,223,0.6381578947368421,tall,True,True,True,deit_s,pretrained,6,11,0.5471097948886695,0.7246279568267536,ok,
2007_008994,2,2223,0.04430404974489796,2-5%,2223,2899,47277,0.047020750047591854,94,0,203,41,0.38181818181818183,tall,True,True,True,deit_s,pretrained,10,1,0.3909131803868646,0.24593946377957185,ok,
2007_009068,1,1753,0.03493702168367347,2-5%,1753,3109,47067,0.037244778719697454,180,170,222,223,1.255813953488372,square,True,True,True,deit_s,pretrained,12,12,0.6138049058756417,0.6321153645959819,ok,
2007_009139,2,2503,0.049884406887755105,2-5%,2503,6316,43860,0.05706794345645235,0,19,119,60,0.35,tall,True,True,True,deit_s,pretrained,2,2,0.5281662005593288,0.3424305669713967,ok,
2007_009139,5,970,0.019331951530612245,<2%,970,6316,43860,0.022115823073415412,0,74,46,113,0.851063829787234,square,True,True,True,deit_s,pretrained,1,6,0.6247422680412371,0.30263534461623437,ok,
2007_009331,4,939,0.018714126275510203,<2%,939,2767,47409,0.01980636587989622,118,117,156,177,1.564102564102564,wide,True,True,True,deit_s,pretrained,8,9,0.5133120340788072,0.23779921176169533,ok,
2007_009346,2,5708,0.11375956632653061,10-20%,5708,2173,48003,0.1189092348394892,63,108,187,219,0.896,square,True,True,True,deit_s,pretrained,8,11,0.43237561317449197,0.41444386181956505,ok,
2007_009413,2,1200,0.02391581632653061,2-5%,1200,8904,41272,0.029075402209730566,52,107,106,149,0.7818181818181819,square,True,True,True,deit_s,pretrained,4,7,0.37416666666666665,0.37942389376061064,ok,
2007_009435,2,7318,0.1458466198979592,10-20%,7318,1358,48818,0.14990372403621616,94,0,191,110,1.1326530612244898,square,True,True,True,deit_s,pretrained,8,2,0.4562722055206341,0.3936744609099251,ok,
2007_009458,2,1158,0.02307876275510204,2-5%,1158,1341,48835,0.0237125012798198,2,54,39,96,1.131578947368421,square,True,True,True,deit_s,pretrained,1,4,0.27288428324697755,0.12793437016304043,ok,
2007_009458,3,882,0.017578125,<2%,882,1341,48835,0.018060817036961194,9,98,39,133,1.1612903225806452,square,True,True,True,deit_s,pretrained,1,7,0.3310657596371882,0.1411907992722395,ok,
2007_009458,7,600,0.011957908163265306,<2%,600,1341,48835,0.012286270093170881,0,190,22,223,1.4782608695652173,square,True,True,True,deit_s,pretrained,0,13,0.3983333333333333,0.15089175495704926,ok,
2007_009550,5,977,0.019471460459183673,<2%,977,3727,46449,0.021033822041378717,181,190,223,222,0.7674418604651163,square,True,True,True,deit_s,pretrained,12,13,0.3705220061412487,0.19347173189232675,ok,
2007_009649,4,1322,0.026347257653061226,2-5%,1322,7889,42287,0.03126256296261262,82,82,150,137,0.8115942028985508,square,True,True,True,deit_s,pretrained,7,6,0.28517397881996975,0.12155775931390653,ok,
2007_009649,7,8200,0.1634247448979592,10-20%,8200,7889,42287,0.1939130229148438,52,0,223,165,0.9651162790697675,square,True,True,True,deit_s,pretrained,9,3,0.5679268292682926,0.6266328346915174,ok,
2007_009665,2,919,0.018315529336734693,<2%,919,1937,48239,0.019050975351893696,114,0,172,21,0.3728813559322034,tall,True,True,True,deit_s,pretrained,8,0,0.500544069640914,0.18858858685535462,ok,
2007_009764,1,12405,0.2472297512755102,20-40%,12405,1499,48677,0.25484314974217803,77,106,204,223,0.921875,square,True,True,True,deit_s,pretrained,8,10,0.3237404272470778,0.36853977525512355,ok,
2007_009950,2,1585,0.03158880739795918,2-5%,1585,1209,48967,0.032368738129760856,77,104,130,142,0.7222222222222222,square,True,True,True,deit_s,pretrained,6,7,0.36782334384858045,0.18564831485594138,ok,
2008_000009,1,693,0.013811383928571428,<2%,693,565,49611,0.013968676301626655,97,94,130,135,1.2352941176470589,square,True,True,True,deit_s,pretrained,6,7,0.5108225108225108,0.15565404985145806,ok,
2008_000019,1,10795,0.21514269770408162,20-40%,10795,4793,45383,0.23786439856333869,0,29,143,217,1.3125,square,True,True,True,deit_s,pretrained,3,8,0.46577119036591014,0.518086099950719,ok,
2008_000019,2,5454,0.10869738520408163,10-20%,5454,4793,45383,0.1201771588480268,60,53,187,175,0.9609375,square,True,True,True,deit_s,pretrained,8,6,0.2810781078107811,0.2682014843431541,ok,
2008_000120,1,19818,0.3949697066326531,20-40%,19818,4489,45687,0.4337776610414341,38,0,170,218,1.6466165413533835,wide,True,True,True,deit_s,pretrained,7,6,0.4534766374003431,0.6204476005032802,ok,
2008_000182,1,2053,0.040915975765306124,2-5%,2053,492,49684,0.041321149665888415,154,128,208,182,1.0,square,True,True,True,deit_s,pretrained,11,9,0.6317584023380419,0.37890383598317606,ok,
2008_000217,2,14775,0.29446348852040816,20-40%,14775,2116,48060,0.3074282147315855,33,104,223,212,0.5706806282722513,tall,True,True,True,deit_s,pretrained,9,9,0.6484602368866328,0.6790372895900225,ok,
2008_000226,5,1347,0.02684550382653061,2-5%,1347,2194,47982,0.028073027385269476,96,58,127,140,2.59375,wide,True,True,True,deit_s,pretrained,6,5,0.27839643652561247,0.15776789887146397,ok,
2008_000235,1,2263,0.04510124362244898,2-5%,2263,1466,48710,0.046458632724286596,57,137,133,189,0.6883116883116883,square,True,True,True,deit_s,pretrained,6,9,0.43305346884666374,0.20874571595278807,ok,
2008_000259,3,855,0.017040019132653062,<2%,855,2912,47264,0.018089878131347326,89,185,148,213,0.48333333333333334,tall,True,True,True,deit_s,pretrained,7,12,0.22105263157894736,0.08276111098732652,ok,
2008_000270,1,8866,0.1766980229591837,10-20%,8866,3812,46364,0.19122595116901045,86,12,223,186,1.2681159420289856,square,True,True,True,deit_s,pretrained,10,7,0.3886758402887435,0.36413423995812166,ok,
2008_000284,2,926,0.01845503826530612,<2%,926,4550,45626,0.020295445579274974,25,0,188,37,0.23170731707317074,tall,True,True,True,deit_s,pretrained,10,1,0.33801295896328293,0.1409576222373951,ok,
2008_000289,1,8561,0.17061941964285715,10-20%,8561,1084,49092,0.17438686547706347,53,29,223,108,0.4678362573099415,tall,True,True,True,deit_s,pretrained,8,4,0.653778764163065,0.5943060222255143,ok,
2008_000365,1,4116,0.08203125,5-10%,4116,1516,48660,0.0845869297163995,130,134,222,221,0.946236559139785,square,True,True,True,deit_s,pretrained,11,11,0.5041302235179786,0.3478028690060856,ok,
2008_000400,1,907,0.01807637117346939,<2%,907,571,49605,0.01828444713234553,110,88,154,139,1.1555555555555554,square,True,True,True,deit_s,pretrained,7,7,0.5920617420066152,0.26208613276204323,ok,
2008_000422,1,17313,0.3450454400510204,20-40%,17313,2375,47801,0.3621890755423527,0,16,205,175,0.7766990291262136,square,True,True,True,deit_s,pretrained,6,6,0.5725177612198926,0.606493436751052,ok,
2008_000464,1,13753,0.2740951849489796,20-40%,13753,1779,48397,0.28417050643634933,13,61,193,199,0.7679558011049724,square,True,True,True,deit_s,pretrained,7,8,0.6083763542499818,0.6429161673792688,ok,
2008_000505,1,19252,0.38368941326530615,20-40%,19252,1295,48881,0.3938544628792373,50,0,223,150,0.867816091954023,square,True,True,True,deit_s,pretrained,9,4,0.5327238728443798,0.6517641405403451,ok,
2008_000540,1,13141,0.261898118622449,20-40%,13141,1191,48985,0.26826579565173014,73,57,222,200,0.96,square,True,True,True,deit_s,pretrained,10,7,0.5998782436648656,0.5456583957727643,ok,
2008_000588,1,7381,0.14710220025510204,10-20%,7381,15002,35174,0.20984249729914142,39,53,190,203,0.993421052631579,square,True,True,True,deit_s,pretrained,6,9,0.4747324210811543,0.5544195734114408,ok,
2008_000711,2,3174,0.06325733418367346,5-10%,3174,3770,46406,0.06839632806102659,27,166,105,223,0.7341772151898734,square,True,True,True,deit_s,pretrained,4,12,0.517643352236925,0.43440276213765466,ok,
2008_000760,3,767,0.015286192602040817,<2%,767,4273,45903,0.016709147550269046,0,0,72,39,0.547945205479452,tall,True,True,True,deit_s,pretrained,1,1,0.36897001303780963,0.09661180357579464,ok,
2008_000811,1,2076,0.04137436224489796,2-5%,2076,3460,46716,0.044438736193167225,33,150,207,223,0.4228571428571429,tall,True,True,True,deit_s,pretrained,4,13,0.17148362235067438,0.1368113916017394,ok,
2008_000841,1,25991,0.5179966517857143,>=40%,25991,2365,47811,0.5436196691138022,15,0,222,161,0.7788461538461539,square,True,True,True,deit_s,pretrained,8,4,0.6548035858566427,0.7825070182143783,ok,
2008_000992,1,21749,0.43345424107142855,>=40%,21749,1794,48382,0.44952668347732627,17,39,223,219,0.8743961352657005,square,True,True,True,deit_s,pretrained,8,8,0.5774518368660628,0.7157219950071766,ok,
2008_001070,1,5752,0.11463647959183673,10-20%,5752,966,49210,0.11688681162365373,70,66,173,153,0.8461538461538461,square,True,True,True,deit_s,pretrained,8,7,0.34144645340751045,0.2867755580608422,ok,
2008_001112,1,8565,0.17069913903061223,10-20%,8565,1931,48245,0.17753135039900508,69,85,223,191,0.6903225806451613,square,True,True,True,deit_s,pretrained,9,9,0.39941622883829536,0.4493000429999296,ok,
2008_001231,1,1803,0.03593351403061224,2-5%,1803,2273,47903,0.03763856125921132,42,89,137,137,0.5104166666666666,tall,True,True,True,deit_s,pretrained,5,6,0.46256239600665555,0.34842152718991,ok,
2008_001375,3,5053,0.10070551658163265,10-20%,5053,4730,45446,0.11118690313778991,83,103,160,197,1.2179487179487178,square,True,True,True,deit_s,pretrained,7,9,0.15495745101919653,0.1483826069116087,ok,
2008_001379,1,11084,0.22090242346938777,20-40%,11084,1354,48822,0.2270287984924829,38,41,213,151,0.6306818181818182,tall,True,True,True,deit_s,pretrained,7,6,0.45110068567304223,0.4329945614009728,ok,
2008_001399,1,13599,0.27102598852040816,20-40%,13599,912,49264,0.2760433582331926,92,0,223,146,1.1136363636363635,square,True,True,True,deit_s,pretrained,9,3,0.5691594970218399,0.5505865845842853,ok,
2008_001404,1,9506,0.189453125,10-20%,9506,3315,46861,0.20285525276882696,27,79,223,176,0.49746192893401014,tall,True,True,True,deit_s,pretrained,6,8,0.5823690300862613,0.5905163026846676,ok,
2008_001439,1,4683,0.09333147321428571,5-10%,4683,9356,40820,0.11472317491425772,31,0,213,52,0.2896174863387978,tall,True,True,True,deit_s,pretrained,6,1,0.17830450565876574,0.16434358046825912,ok,
2008_001491,1,13885,0.27672592474489793,20-40%,13885,2605,47571,0.2918795064219798,51,0,171,223,1.8512396694214877,wide,True,True,True,deit_s,pretrained,6,6,0.6649621894130356,0.6431221566229484,ok,
2008_001682,1,3978,0.07928093112244898,5-10%,3978,1253,48923,0.08131144860290661,78,52,178,150,0.9801980198019802,square,True,True,True,deit_s,pretrained,7,6,0.5228758169934641,0.4410294527693245,ok,
2008_001997,4,5113,0.10190130739795919,10-20%,5113,2389,47787,0.10699562642559692,101,53,223,144,0.7479674796747967,square,True,True,True,deit_s,pretrained,10,6,0.3279874828867592,0.26836920274594583,ok,
2008_002032,1,994,0.019810267857142856,<2%,994,5928,44248,0.022464292171397577,7,0,223,22,0.10599078341013825,tall,True,True,True,deit_s,pretrained,11,0,0.5905432595573441,0.30705002081024746,ok,
2008_002123,2,860,0.017139668367346938,<2%,860,6121,44055,0.019521053228918398,64,187,132,212,0.37681159420289856,tall,True,True,True,deit_s,pretrained,6,12,0.5186046511627908,0.21578235057177642,ok,
2008_002212,2,1459,0.02907764668367347,2-5%,1459,2179,47997,0.03039773319165781,87,35,144,73,0.6724137931034483,square,True,True,True,deit_s,pretrained,7,3,0.4441398217957505,0.22060877391259684,ok,
2008_002212,3,862,0.01717952806122449,<2%,862,2179,47997,0.01795945579932079,52,58,96,95,0.8444444444444444,square,True,True,True,deit_s,pretrained,4,4,0.3654292343387471,0.13912866067928104,ok,
2008_002218,3,9601,0.1913464604591837,10-20%,9601,3231,46945,0.20451592288848652,42,110,184,215,0.7412587412587412,square,True,True,True,deit_s,pretrained,6,9,0.4642224768253307,0.4184560831656198,ok,
2008_002288,1,10739,0.2140266262755102,20-40%,10739,1693,48483,0.22150031969968856,86,74,223,218,1.0507246376811594,square,True,True,True,deit_s,pretrained,8,10,0.44510662072818696,0.4443719180654128,ok,
2008_002411,1,2783,0.05546476403061224,5-10%,2783,3243,46933,0.059297296145569216,119,64,210,159,1.0434782608695652,square,True,True,True,deit_s,pretrained,9,7,0.14049586776859505,0.2147825510889294,ok,
2008_002536,2,854,0.017020089285714284,<2%,854,2837,47339,0.01804009379158833,62,196,130,223,0.4057971014492754,tall,True,True,True,deit_s,pretrained,5,13,0.4882903981264637,0.2727100512232279,ok,
2008_002623,1,4834,0.09634088010204081,5-10%,4834,811,49365,0.0979236301022992,167,0,223,207,3.6491228070175437,wide,True,True,True,deit_s,pretrained,12,5,0.35436491518411256,0.2582861552613608,ok,
2008_002681,1,10264,0.20455994897959184,20-40%,10264,1290,48886,0.20995786114634046,44,99,223,194,0.5333333333333333,tall,True,True,True,deit_s,pretrained,7,8,0.75769680436477,0.7764766537367436,ok,
2008_002894,1,9588,0.19108737244897958,10-20%,9588,4264,45912,0.20883429168844747,105,0,223,203,1.7142857142857142,wide,True,True,True,deit_s,pretrained,11,4,0.4525448477263246,0.42635890538102345,ok,
2008_002929,1,8179,0.1630062181122449,10-20%,8179,3493,46683,0.1752029646766489,123,5,223,223,2.1683168316831685,wide,True,True,True,deit_s,pretrained,11,7,0.2893996821127277,0.3298445597385406,ok,
2008_003034,1,6648,0.13249362244897958,10-20%,6648,2931,47245,0.14071330299502594,161,0,214,223,4.148148148148148,wide,True,True,True,deit_s,pretrained,12,6,0.42358604091456076,0.36328894825274455,ok,
2008_003065,1,21493,0.42835220025510207,>=40%,21493,3364,46812,0.45913440998034694,0,24,223,223,0.8928571428571429,square,True,True,True,deit_s,pretrained,4,6,0.5889824594053878,0.7493865107812787,ok,
2008_003094,1,931,0.0185546875,<2%,931,3157,47019,0.01980050617835343,133,156,190,190,0.603448275862069,tall,True,True,True,deit_s,pretrained,9,10,0.5102040816326531,0.18849292114483548,ok,
2008_003333,1,2397,0.047771843112244895,2-5%,2397,4358,45818,0.052315683792396005,61,179,125,223,0.6923076923076923,square,True,True,True,deit_s,pretrained,5,12,0.42511472674176054,0.23462629339747917,ok,
2008_003333,2,3982,0.07936065051020408,5-10%,3982,4358,45818,0.08690907503601204,86,50,198,189,1.238938053097345,square,True,True,True,deit_s,pretrained,9,7,0.2491210447011552,0.20513817404993373,ok,
2008_003333,3,3339,0.06654575892857142,5-10%,3339,4358,45818,0.07287528918765551,52,112,173,176,0.5327868852459017,tall,True,True,True,deit_s,pretrained,6,9,0.48547469302186286,0.3221802050725697,ok,
2008_003362,1,3646,0.07266422193877552,5-10%,3646,900,49276,0.07399139540547123,37,116,84,223,2.25,wide,True,True,True,deit_s,pretrained,3,10,0.4670872188699945,0.3197701784282937,ok,
2008_003461,4,1737,0.03461814413265306,2-5%,1737,4218,45958,0.03779537838896384,104,171,202,223,0.5353535353535354,tall,True,True,True,deit_s,pretrained,9,12,0.32469775474956825,0.17702477496465105,ok,
2008_003477,1,1387,0.027642697704081634,2-5%,1387,3194,46982,0.0295219445745179,81,182,121,223,1.024390243902439,square,True,True,True,deit_s,pretrained,6,12,0.3446286950252343,0.2690040930750899,ok,
2008_003500,1,36105,0.7195671237244898,>=40%,36105,1354,48822,0.7395231657859161,0,2,190,215,1.1204188481675392,square,True,True,True,deit_s,pretrained,5,6,0.7159396205511702,0.9344198103955953,ok,
2008_003511,3,20150,0.40158641581632654,>=40%,20150,2478,47698,0.4224495785986834,16,101,223,223,0.5913461538461539,tall,True,True,True,deit_s,pretrained,8,10,0.5521588089330025,0.6973172450508084,ok,
2008_003523,4,667,0.013293207908163265,<2%,667,4950,45226,0.014748153716888516,188,0,223,39,1.1111111111111112,square,True,True,True,deit_s,pretrained,13,1,0.27886056971514245,0.08217179078136616,ok,
2008_003585,1,22713,0.45266661352040816,>=40%,22713,1348,48828,0.4651634308183829,16,0,196,139,0.7734806629834254,square,True,True,True,deit_s,pretrained,6,4,0.585831902434729,0.7590213979278492,ok,
2008_003676,2,5199,0.10361527423469388,10-20%,5199,6046,44130,0.1178110129163834,94,110,223,167,0.4461538461538462,tall,True,True,True,deit_s,pretrained,10,8,0.38353529524908636,0.410488828858771,ok,
2008_003733,3,14169,0.2823860012755102,20-40%,14169,3836,46340,0.30576176089771256,29,31,223,210,0.9230769230769231,square,True,True,True,deit_s,pretrained,9,5,0.4432211165219846,0.5124714726956714,ok,
2008_003814,2,3162,0.06301817602040816,5-10%,3162,349,49827,0.06345957011258956,139,0,223,56,0.6705882352941176,square,True,True,True,deit_s,pretrained,11,1,0.502213788741303,0.4218631802495658,ok,
2008_003874,1,13326,0.26558514030612246,20-40%,13326,6456,43720,0.30480329368709974,27,0,223,99,0.5076142131979695,tall,True,True,True,deit_s,pretrained,8,3,0.4940717394567012,0.600997004119396,ok,
2008_003874,2,16767,0.334163743622449,20-40%,16767,6456,43720,0.38350869167429097,11,109,222,223,0.5424528301886793,tall,True,True,True,deit_s,pretrained,8,10,0.5541241724816605,0.49891244364052273,ok,
2008_003998,1,43087,0.8587173150510204,>=40%,43087,3138,47038,0.9160040818061992,18,0,223,223,1.087378640776699,square,True,True,True,deit_s,pretrained,7,6,0.9135005918258408,0.9101794599339641,ok,
